timestamp,station_id,station_name,latitude,longitude,elevation,temperature,humidity,pressure,wind_speed,rain_mm
2024-01-01T12:00:00Z,BOM,Mumbai (Santacruz),19.0896,72.8656,14.0,26.8,75.3,1008.6,5.0,26.2
2024-01-02T12:00:00Z,BOM,Mumbai (Santacruz),19.0896,72.8656,14.0,34.1,78.5,1008.6,2.3,0.0
2024-01-03T12:00:00Z,BOM,Mumbai (Santacruz),19.0896,72.8656,14.0,32.9,83.0,1009.2,12.4,0.0
2024-01-04T12:00:00Z,BOM,Mumbai (Santacruz),19.0896,72.8656,14.0,29.9,80.4,1007.4,11.1,0.0
2024-01-05T12:00:00Z,BOM,Mumbai (Santacruz),19.0896,72.8656,14.0,28.5,83.5,1007.5,16.0,0.0
2024-01-06T12:00:00Z,BOM,Mumbai (Santacruz),19.0896,72.8656,14.0,33.2,79.0,1009.2,6.7,8.7
2024-01-07T12:00:00Z,BOM,Mumbai (Santacruz),19.0896,72.8656,14.0,33.8,74.0,1008.6,17.4,0.0
2024-01-08T12:00:00Z,BOM,Mumbai (Santacruz),19.0896,72.8656,14.0,31.1,79.9,1007.7,15.4,0.0
2024-01-09T12:00:00Z,BOM,Mumbai (Santacruz),19.0896,72.8656,14.0,30.9,78.7,1009.3,9.3,0.0
2024-01-10T12:00:00Z,BOM,Mumbai (Santacruz),19.0896,72.8656,14.0,30.7,77.3,1008.2,5.2,0.0
2024-01-11T12:00:00Z,BOM,Mumbai (Santacruz),19.0896,72.8656,14.0,34.9,78.7,1008.4,7.7,0.0
2024-01-12T12:00:00Z,BOM,Mumbai (Santacruz),19.0896,72.8656,14.0,32.1,74.9,1006.9,6.7,0.0
2024-01-13T12:00:00Z,BOM,Mumbai (Santacruz),19.0896,72.8656,14.0,33.7,74.6,1008.8,12.9,0.0
2024-01-14T12:00:00Z,BOM,Mumbai (Santacruz),19.0896,72.8656,14.0,31.2,76.5,1008.1,12.9,0.0
2024-01-15T12:00:00Z,BOM,Mumbai (Santacruz),19.0896,72.8656,14.0,30.1,78.9,1008.7,4.0,0.0
2024-01-16T12:00:00Z,BOM,Mumbai (Santacruz),19.0896,72.8656,14.0,30.9,79.9,1007.6,8.8,0.0
2024-01-17T12:00:00Z,BOM,Mumbai (Santacruz),19.0896,72.8656,14.0,31.1,75.7,1008.5,10.8,0.0
2024-01-18T12:00:00Z,BOM,Mumbai (Santacruz),19.0896,72.8656,14.0,33.9,80.4,1007.7,3.9,0.0
