timestamp,station_id,station_name,latitude,longitude,elevation,temperature,humidity,pressure,wind_speed,rain_mm
2024-01-01T12:00:00Z,CCU,Kolkata (Dum Dum),22.6547,88.4467,5.0,32.3,70.0,1008.4,7.2,28.3
2024-01-02T12:00:00Z,CCU,Kolkata (Dum Dum),22.6547,88.4467,5.0,28.2,72.8,1010.2,15.7,0.0
2024-01-03T12:00:00Z,CCU,Kolkata (Dum Dum),22.6547,88.4467,5.0,28.6,72.2,1008.7,10.8,21.5
2024-01-04T12:00:00Z,CCU,Kolkata (Dum Dum),22.6547,88.4467,5.0,29.1,71.6,1010.2,14.0,0.0
2024-01-05T12:00:00Z,CCU,Kolkata (Dum Dum),22.6547,88.4467,5.0,29.9,69.8,1009.0,13.5,0.0
2024-01-06T12:00:00Z,CCU,Kolkata (Dum Dum),22.6547,88.4467,5.0,30.6,69.6,1008.4,15.7,0.0
2024-01-07T12:00:00Z,CCU,Kolkata (Dum Dum),22.6547,88.4467,5.0,30.1,75.0,1009.4,13.0,0.0
2024-01-08T12:00:00Z,CCU,Kolkata (Dum Dum),22.6547,88.4467,5.0,29.6,70.4,1009.5,7.5,0.0
2024-01-09T12:00:00Z,CCU,Kolkata (Dum Dum),22.6547,88.4467,5.0,32.6,78.7,1009.6,14.7,0.0
2024-01-10T12:00:00Z,CCU,Kolkata (Dum Dum),22.6547,88.4467,5.0,30.1,72.5,1010.6,6.8,0.0
2024-01-11T12:00:00Z,CCU,Kolkata (Dum Dum),22.6547,88.4467,5.0,29.4,72.0,1010.5,17.0,0.0
2024-01-12T12:00:00Z,CCU,Kolkata (Dum Dum),22.6547,88.4467,5.0,33.1,73.8,1010.7,3.5,0.0
2024-01-13T12:00:00Z,CCU,Kolkata (Dum Dum),22.6547,88.4467,5.0,30.0,67.2,1009.7,15.2,0.0
2024-01-14T12:00:00Z,CCU,Kolkata (Dum Dum),22.6547,88.4467,5.0,28.8,70.9,1009.3,14.8,0.0
2024-01-15T12:00:00Z,CCU,Kolkata (Dum Dum),22.6547,88.4467,5.0,28.5,73.0,1011.7,9.1,1.9
2024-01-16T12:00:00Z,CCU,Kolkata (Dum Dum),22.6547,88.4467,5.0,29.2,74.0,1008.9,4.5,0.0
2024-01-17T12:00:00Z,CCU,Kolkata (Dum Dum),22.6547,88.4467,5.0,29.0,71.2,1010.5,15.2,0.0
2024-01-18T12:00:00Z,CCU,Kolkata (Dum Dum),22.6547,88.4467,5.0,29.9,63.0,1011.0,4.1,0.0
2024-01-19T12:00:00Z,CCU,Kolkata (Dum Dum),22.6547,88.4467,5.0,30.3,68.0,1011.5,11.8,2.0
2024-01-20T12:00:00Z,CCU,Kolkata (Dum Dum),22.6547,88.4467,5.0,30.8,70.9,1011.6,3.7,0.0
2024-01-21T12:00:00Z,CCU,Kolkata (Dum Dum),22.6547,88.4467,5.0,33.9,65.5,1008.7,7.2,0.0
2024-01-22T12:00:00Z,CCU,Kolkata (Dum Dum),22.6547,88.4467,5.0,32.6,72.6,1008.8,16.8,3.5
2024-01-23T12:00:00Z,CCU,Kolkata (Dum Dum),22.6547,88.4467,5.0,30.2,64.7,1009.2,3.2,0.0
2024-01-24T12:00:00Z,CCU,Kolkata (Dum Dum),22.6547,88.4467,5.0,31.8,76.4,1011.8,3.5,0.0
2024-01-25T12:00:00Z,CCU,Kolkata (Dum Dum),22.6547,88.4467,5.0,33.0,76.8,1009.8,17.5,0.0
2024-01-26T12:00:00Z,CCU,Kolkata (Dum Dum),22.6547,88.4467,5.0,36.3,62.9,1009.8,11.6,6.0
2024-01-27T12:00:00Z,CCU,Kolkata (Dum Dum),22.6547,88.4467,5.0,30.5,73.1,1010.1,11.1,0.0
2024-01-28T12:00:00Z,CCU,Kolkata (Dum Dum),22.6547,88.4467,5.0,33.5,72.9,1009.6,7.8,0.0
2024-01-29T12:00:00Z,CCU,Kolkata (Dum Dum),22.6547,88.4467,5.0,31.5,71.0,1009.8,6.5,0.0
2024-01-30T12:00:00Z,CCU,Kolkata (Dum Dum),22.6547,88.4467,5.0,31.7,70.1,1008.6,2.8,0.0
2024-01-31T12:00:00Z,CCU,Kolkata (Dum Dum),22.6547,88.4467,5.0,32.0,68.7,1007.5,2.8,0.1
2024-02-01T12:00:00Z,CCU,Kolkata (Dum Dum),22.6547,88.4467,5.0,32.7,75.4,1006.9,8.1,0.0
2024-02-02T12:00:00Z,CCU,Kolkata (Dum Dum),22.6547,88.4467,5.0,33.7,74.3,1010.0,12.0,0.0
2024-02-03T12:00:00Z,CCU,Kolkata (Dum Dum),22.6547,88.4467,5.0,38.2,70.8,1009.2,8.0,0.0
2024-02-04T12:00:00Z,CCU,Kolkata (Dum Dum),22.6547,88.4467,5.0,35.4,69.9,1009.8,2.3,0.0
2024-02-05T12:00:00Z,CCU,Kolkata (Dum Dum),22.6547,88.4467,5.0,36.4,73.0,1009.4,13.2,0.0
2024-02-06T12:00:00Z,CCU,Kolkata (Dum Dum),22.6547,88.4467,5.0,32.0,69.8,1009.8,10.0,16.3
2024-02-07T12:00:00Z,CCU,Kolkata (Dum Dum),22.6547,88.4467,5.0,36.9,64.2,1008.0,16.8,0.0
2024-02-08T12:00:00Z,CCU,Kolkata (Dum Dum),22.6547,88.4467,5.0,32.6,71.8,1009.5,3.5,0.4
2024-02-09T12:00:00Z,CCU,Kolkata (Dum Dum),22.6547,88.4467,5.0,35.4,66.8,1010.3,8.0,0.0
2024-02-10T12:00:00Z,CCU,Kolkata (Dum Dum),22.6547,88.4467,5.0,37.2,64.9,1009.3,15.4,0.0
2024-02-11T12:00:00Z,CCU,Kolkata (Dum Dum),22.6547,88.4467,5.0,32.9,71.3,1008.5,7.8,0.9
2024-02-12T12:00:00Z,CCU,Kolkata (Dum Dum),22.6547,88.4467,5.0,36.0,68.1,1008.6,5.9,0.0
2024-02-13T12:00:00Z,CCU,Kolkata (Dum Dum),22.6547,88.4467,5.0,34.0,70.7,1010.0,4.1,0.0
2024-02-14T12:00:00Z,CCU,Kolkata (Dum Dum),22.6547,88.4467,5.0,36.5,64.1,1009.0,4.8,0.0
2024-02-15T12:00:00Z,CCU,Kolkata (Dum Dum),22.6547,88.4467,5.0,56.4,70.8,1010.6,3.5,3.5
2024-02-16T12:00:00Z,CCU,Kolkata (Dum Dum),22.6547,88.4467,5.0,35.4,68.3,1008.8,3.9,0.0
2024-02-17T12:00:00Z,CCU,Kolkata (Dum Dum),22.6547,88.4467,5.0,36.1,69.1,1006.2,11.8,0.0
2024-02-18T12:00:00Z,CCU,Kolkata (Dum Dum),22.6547,88.4467,5.0,38.0,62.2,1011.0,2.9,0.0
2024-02-19T12:00:00Z,CCU,Kolkata (Dum Dum),22.6547,88.4467,5.0,31.7,74.7,1009.0,6.8,0.0
2024-02-20T12:00:00Z,CCU,Kolkata (Dum Dum),22.6547,88.4467,5.0,36.5,63.9,1009.1,6.5,0.0
2024-02-21T12:00:00Z,CCU,Kolkata (Dum Dum),22.6547,88.4467,5.0,37.3,64.1,1011.3,11.4,0.0
2024-02-22T12:00:00Z,CCU,Kolkata (Dum Dum),22.6547,88.4467,5.0,37.3,75.6,1009.7,7.2,0.0
2024-02-23T12:00:00Z,CCU,Kolkata (Dum Dum),22.6547,88.4467,5.0,35.3,67.7,1012.7,14.7,28.9
2024-02-24T12:00:00Z,CCU,Kolkata (Dum Dum),22.6547,88.4467,5.0,35.6,73.7,1008.6,8.5,0.0
2024-02-25T12:00:00Z,CCU,Kolkata (Dum Dum),22.6547,88.4467,5.0,37.2,70.9,1009.7,4.6,0.0
2024-02-26T12:00:00Z,CCU,Kolkata (Dum Dum),22.6547,88.4467,5.0,30.6,69.6,1009.3,6.6,0.0
2024-02-27T12:00:00Z,CCU,Kolkata (Dum Dum),22.6547,88.4467,5.0,33.6,67.9,1010.6,17.1,0.0
2024-02-28T12:00:00Z,CCU,Kolkata (Dum Dum),22.6547,88.4467,5.0,36.3,73.9,1009.6,9.3,0.0
2024-02-29T12:00:00Z,CCU,Kolkata (Dum Dum),22.6547,88.4467,5.0,34.0,75.3,1007.8,15.4,0.0
2024-03-01T12:00:00Z,CCU,Kolkata (Dum Dum),22.6547,88.4467,5.0,38.0,66.9,1009.2,12.3,0.0
2024-03-02T12:00:00Z,CCU,Kolkata (Dum Dum),22.6547,88.4467,5.0,34.5,74.8,1010.7,16.8,0.0
2024-03-03T12:00:00Z,CCU,Kolkata (Dum Dum),22.6547,88.4467,5.0,35.7,75.8,1009.1,12.1,1.3
2024-03-04T12:00:00Z,CCU,Kolkata (Dum Dum),22.6547,88.4467,5.0,35.0,67.5,1009.1,3.3,0.0
2024-03-05T12:00:00Z,CCU,Kolkata (Dum Dum),22.6547,88.4467,5.0,38.1,71.3,1008.2,16.9,0.0
2024-03-06T12:00:00Z,CCU,Kolkata (Dum Dum),22.6547,88.4467,5.0,33.6,73.3,1009.0,8.4,0.0
2024-03-07T12:00:00Z,CCU,Kolkata (Dum Dum),22.6547,88.4467,5.0,38.2,70.8,1008.6,3.9,0.0
2024-03-08T12:00:00Z,CCU,Kolkata (Dum Dum),22.6547,88.4467,5.0,36.4,68.5,1009.4,7.0,0.0
2024-03-09T12:00:00Z,CCU,Kolkata (Dum Dum),22.6547,88.4467,5.0,38.4,63.6,1008.0,14.6,0.0
2024-03-10T12:00:00Z,CCU,Kolkata (Dum Dum),22.6547,88.4467,5.0,39.1,68.2,1008.6,14.3,0.0
2024-03-11T12:00:00Z,CCU,Kolkata (Dum Dum),22.6547,88.4467,5.0,38.9,72.9,1009.0,10.6,14.0
2024-03-12T12:00:00Z,CCU,Kolkata (Dum Dum),22.6547,88.4467,5.0,36.4,70.0,1009.9,16.9,0.0
2024-03-13T12:00:00Z,CCU,Kolkata (Dum Dum),22.6547,88.4467,5.0,36.3,62.6,1010.7,16.1,0.0
2024-03-14T12:00:00Z,CCU,Kolkata (Dum Dum),22.6547,88.4467,5.0,39.3,73.3,1008.0,14.5,0.0
2024-03-15T12:00:00Z,CCU,Kolkata (Dum Dum),22.6547,88.4467,5.0,34.8,74.2,1009.3,12.7,0.7
2024-03-16T12:00:00Z,CCU,Kolkata (Dum Dum),22.6547,88.4467,5.0,35.3,69.4,1010.2,3.5,0.0
2024-03-17T12:00:00Z,CCU,Kolkata (Dum Dum),22.6547,88.4467,5.0,36.3,74.0,1011.6,13.6,11.2
